id,family,nuance,level,difficulty,en,fr,cstl_en,cstl_fr,json_en,json_fr,cstl_verdict_en,cstl_verdict_fr,json_verdict_en,json_verdict_fr
D08,D,pressure_to_transform,L6,stressée,Years of stress accumulated until the company collapsed into a different kind of organization.,Des années de pression se sont accumulées jusqu'à ce que l'entreprise s'effondre pour devenir un autre type d'organisation.,"[TIME]: past
∙stress «↑⟲» ⊕+ ∙company → ⟳ ∙organization°different (-)","[TIME]: past

∙pression ⊕° ⟲ «years» → ∙entreprise ↓ ⟳ ◉organisation_autre","```json
{
  ""agents"": [""stress""],
  ""action"": ""accumulate"",
  ""object"": [""company"", ""organization""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""pression""],
  ""action"": ""accumuler"",
  ""object"": [""entreprise""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,partial,partial
D09,D,opposition,L2,stressée,Freedom of expression and total surveillance are mutually exclusive by nature.,La liberté d'expression et la surveillance totale sont mutuellement exclusives par nature.,"[TIME]: entangled
(∙freedom_of_expression ⊗° ∙total_surveillance) ⊃ ∙nature","[TIME]: present
[STATE]: conceptual-assertion

∙liberté_expression ⊗ ∙surveillance_totale
↔°nature → ⊗
(!)","{""agents"":[""Freedom of expression"",""total surveillance""],""action"":""exclude"",""object"":[],""time"":""present"",""modality"":""MUST"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","```json
{
  ""agents"": [""liberté d'expression"", ""surveillance totale""],
  ""action"": ""exclure"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
E01,E,transformation_achieved,L3,naturelle,The caterpillar became a butterfly after three weeks in the cocoon.,La chenille est devenue un papillon après trois semaines dans le cocon.,"[TIME]: past
∙caterpillar ⟳ ∙butterfly → ∙cocoon(∙three_weeks)«","[TIME]: past
∙chenille «⟳» ∙cocon → ∙chenille «⟳» ⟳ ∙papillon
∙cocon ⊕ ∙chenille
∙trois_semaines Δ ⟳","```json
{
  ""agents"": [""caterpillar""],
  ""action"": ""become"",
  ""object"": [""butterfly""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": null
}
```","{""agents"":[""chenille""],""action"":""devenir"",""object"":[""papillon""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved
E02,E,transformation_in_progress,L2,stressée,The ice is melting slowly as the temperature keeps rising in the chamber.,La glace fond lentement à mesure que la température continue de monter dans la chambre.,"[TIME]: present
[STATE]: ⟲

∙ice ⟲ ∙liquid(-)
∙temperature ↑ ∙chamber
∙temperature+ → ∙ice⟲","[TIME]: present
∙glace ⟲- «=» ∙température↑ → ∙chambre","```json
{
  ""agents"": [""ice""],
  ""action"": ""melt"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""glace""],
  ""action"": ""fondre"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,preserved,partial
E03,E,reinforcement,L2,naturelle,Her confidence grew with every successful presentation she gave.,Sa confiance grandissait à chaque présentation réussie qu'elle donnait.,"[TIME]: past
∙confidence(~̃+) ↑ ⟳ ∙presentation(+) ⟳ → ∙she ⊃ ∙confidence","[TIME]: past
∙confiance(+) ↑ ⟳ « ∙présentation(+) ⟳ ∙réussie(+) → ∙elle ⊃ ∙présentation","{""agents"":[""confidence""],""action"":""grow"",""object"":[""presentation""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""elle""],
  ""action"": ""grandir"",
  ""object"": [""confiance""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved
E04,E,weakening,L2,naturelle,Their friendship eroded slowly over years of unspoken disagreements.,Leur amitié s'est érodée lentement au fil d'années de désaccords non exprimés.,"[TIME]: past
∙friendship ↓ ⟲ ∙erosion° « | ∙disagreements+ ⊗ ∙spoken ⊕ ∙years+ (-)","[TIME]: past
∙amitié(+) ⟳(-) ∙érosion ↓ « ⊗ ∙désaccords(-)°[⊖] ~̃(non-exprimé) »","```json
{
  ""agents"": [""friendship""],
  ""action"": ""erode"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""amitié""],
  ""action"": ""éroder"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,preserved,preserved
E05,E,ambiguous_achieved_or_progress,L2,stressée,The patient is recovering from the surgery performed last month.,Le patient récupère de l'opération effectuée le mois dernier.,"[TIME]: past→present
∙patient ⟳ ∙recovery ← «∙surgery»","[TIME]: past→present

∙patient ⟳ ∙récupération(+) ← « ∙opération ⟶ ∙patient »","{""agents"":[""patient""],""action"":""recover"",""object"":[""surgery""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""patient""],""action"":""récupérer"",""object"":[""opération""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,lost,preserved,preserved
E06,E,irreversible_transformation,L3,stressée,"Once the contract is signed, the property transfer becomes irreversible.","Une fois le contrat signé, le transfert de propriété devient irréversible.","[TIME]: present
∙contract ⟶ ⟳signed » ∙property_transfer ⟳ [MUST]°+irreversible","[TIME]: present

∙contrat ⟳signé » [∙transfert_propriété → ∙irréversibilité]+ [MUST]","{""agents"": [""contract""], ""action"": ""sign"", ""object"": [""property transfer""], ""time"": ""future"", ""modality"": ""IF"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}","```json
{
  ""agents"": [""contrat""],
  ""action"": ""signer"",
  ""object"": [""transfert"", ""propriété""],
  ""time"": ""future"",
  ""modality"": ""MUST"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,partial
F01,F,intention,L2,naturelle,She intends to complete the novel before her next book tour begins.,Elle a l'intention d'achever le roman avant le début de sa prochaine tournée.,"[TIME]: present
⟶(∙she → ⟳(∙novel)+) » «(∙book_tour → ∙begin)","[TIME]: present

∙elle ⟶ ⟳(∙roman) » ∙tournée.prochaine","```json
{
  ""agents"": [""She""],
  ""action"": ""complete"",
  ""object"": [""novel""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","{""agents"": [""Elle""], ""action"": ""achever"", ""object"": [""roman""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": null}",preserved,preserved,partial,partial
F02,F,emotional_modulation,L2,naturelle,"He agreed to the terms, but with visible reluctance in his voice.","Il a accepté les conditions, mais avec une réticence visible dans la voix.","[TIME]: present
∙he ⟶ ∙terms → ⟳agreement
∙he ~̃reluctance° ≡ ∙voice
(+)(-)","[TIME]: past
[STATE]: ⟳

∙(il) →« ⟳(accepter) → ∙(conditions) (+)
⊗ ∙(réticence)° ⊂ ∙(voix) ~̃(-) ⊕","{""agents"":[""He""],""action"":""agree"",""object"":[""terms""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","```json
{
  ""agents"": [""Il""],
  ""action"": ""accepter"",
  ""object"": [""conditions""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,preserved,preserved
F03,F,direct_grip,L3,stressée,The dictator forbids his citizens from speaking against the regime.,Le dictateur interdit à ses citoyens de parler contre le régime.,"[TIME]: present
∙dictator ⊃[∙citizens ⊗ ∙speaking_against] ∙regime [MUST][NOT](-)","[TIME]: present
[STATE]: ⊃[]

◉dictateur ⊃[∙citoyens ⊗ ∙régime] [NOT] ℙparler_contre(-)","{""agents"":[""dictator""],""action"":""forbid"",""object"":[""citizens"",""regime""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""reinforce""}","{""agents"":[""dictateur""],""action"":""interdire"",""object"":[""citoyens"",""régime""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved
F04,F,meta_control,L3,stressée,The parent carefully supervises the children's friendships outside school.,Le parent supervise soigneusement les amitiés des enfants en dehors de l'école.,"[TIME]: present
∙parent ⊃[∙children ↔ ∙friendships] °carefully
∙friendships → ∙outside_school","[TIME]: present
∙parent ⊃[]+° ∙enfants↔∙amitiés | Δ(hors∙école) | ~̃(soin)","{""agents"":[""parent""],""action"":""supervise"",""object"":[""children"",""friendships""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","```json
{
  ""agents"": [""parent""],
  ""action"": ""superviser"",
  ""object"": [""amitiés"", ""enfants""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,preserved
F05,F,grip_plus_meta,L4,stressée,The warden controls what prisoners do and limits who they can contact outside.,Le directeur de prison contrôle ce que font les prisonniers et limite avec qui ils peuvent communiquer à l'extérieur.,"[TIME]: present
∙warden ⊃ ∙prisoners
∙warden ⊃[] ∙prisoners → ∙outside_contacts","[TIME]: present

◉directeur_prison ⊃[◉prisonniers → ∙actions] ⊗[◉prisonniers ↔ ∙extérieur]","```json
{
  ""agents"": [""warden""],
  ""action"": ""control"",
  ""object"": [""prisoners""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""directeur de prison""],
  ""action"": ""contrôler"",
  ""object"": [""prisonniers""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,lost
F06,F,deixis,L1,naturelle,I propose that you and I meet here tomorrow to finalize the plan.,Je propose que vous et moi nous rencontrions ici demain pour finaliser le plan.,ℙ⟶∙speaker→[◉∙speaker↔∙listener]°»∙here⟳◉plan(+),"[TIME]: present » future
[STATE]: proposal

ℙ(∙je ⟶ [∙vous ↔ ∙moi]Δ(ici)»(demain) → ⟳∙plan)","{""agents"":[""I""],""action"":""propose"",""object"":[""you"",""I""],""time"":""present"",""modality"":""MAY"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""Je"", ""vous""],
  ""action"": ""rencontrer"",
  ""object"": [""plan""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,partial
F07,F,performative_speech_act,L2,stressée,"I hereby resign from my position, effective immediately.","Je démissionne par la présente de mon poste, avec effet immédiat.","[TIME]: present
[STATE]: ⟳

ℙ∙speaker ⟶ [⟳∙position → ∙speaker]° (!)","[TIME]: present
[STATE]: ⟳

∙speaker ⟶ ℙ(∙resignation)
∙speaker ⊗ ∙position
∙resignation → ∙effect(=)
(!)","{""agents"":[""I""],""action"":""resign"",""object"":[""position""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","{""agents"":[""Je""],""action"":""démissionner"",""object"":[""poste""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved
F08,F,trust_degradation,L3,naturelle,"The partnership started on solid trust, but recent events have eroded it significantly.","Le partenariat a commencé sur une confiance solide, mais des événements récents l'ont érodée de manière significative.","[TIME]: past→present
[TRUST]: ↓

«∙partnership ↔+ ∙trust» → =⟲↓(∙trust) ⊖ ∙events°recent","[TIME]: past→present
[STATE]: trust↓

«(∙partenariat)+ ← (∙confiance)°solide» → =«(∙événements)°récents ⊗ (∙confiance) ↓-»","```json
{
  ""agents"": [""partnership""],
  ""action"": ""erode"",
  ""object"": [""trust""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""partenariat""],
  ""action"": ""commencer"",
  ""object"": [""confiance""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",partial,partial,preserved,partial
F09,F,deixis_multiple,L2,stressée,"You stay here, I go there, and we meet at the crossroads.","Toi tu restes ici, moi je vais là-bas, et nous nous retrouvons au carrefour.","[TIME]: present
[STATE]: ⟶+

∙you =⊃[∙here]
∙I =⊃[∙there]
∙we »↔ ∙crossroads","[TIME]: present|future

Δ∙toi ⊃[∙ici]=° (+) ⊗ Δ∙moi→∙là-bas» (+) ↔ Δ∙nous⟳∙carrefour» (+)","```json
{
  ""agents"": [""You"", ""I"", ""we""],
  ""action"": ""meet"",
  ""object"": [""crossroads""],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""imperative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""Toi"", ""Moi"", ""Nous""],
  ""action"": ""retrouver"",
  ""object"": [""carrefour""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```",preserved,lost,preserved,partial
F10,F,performative_plus_intention,L3,stressée,I hereby pledge to complete this research within two years.,Je m'engage par la présente à achever cette recherche dans un délai de deux ans.,"[TIME]: present
∙speaker ⟶ ℙ(∙pledge) → ⊃[∙speaker → ⟳∙research] » [MUST] (+)","[TIME]: present
[STATE]: commitment

ℙ(∙speaker) ⟶(∙research ⟳ ∙completion) [MUST] »(∙two_years) ≡(+)","{""agents"":[""I""],""action"":""pledge"",""object"":[""research""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""Je""], ""action"": ""engager"", ""object"": [""recherche""], ""time"": ""present"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved
G01,G,faithful,L1,stressée,"The witness repeated the suspect's exact words: ""I was not there that night.""",Le témoin a répété les mots exacts du suspect : « Je n'étais pas là cette nuit-là. »,"[TIME]: present
(∙witness)→≡(∙suspect.words)
(∙suspect)→⟶[NOT](∙suspect.location)↔(∙there)
(∙suspect)→⟶[NOT](∙suspect.presence)↔(∙night)«","[TIME]: present
[STATE]: ≡

∙témoin →≡ ∙suspect.paroles
∙suspect.paroles = [∙suspect ⊗« ∙lieu + ∙nuit]«
~̃(-)","```json
{
  ""agents"": [""witness""],
  ""action"": ""repeat"",
  ""object"": [""words"", ""suspect""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","```json
{
  ""agents"": [""témoin""],
  ""action"": ""répéter"",
  ""object"": [""mots"", ""suspect""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,partial,partial
G02,G,generative,L2,stressée,"The official press release, rephrasing the CEO's rant, stated that the company remained committed to transparency.","Le communiqué officiel, reformulant la diatribe du PDG, indique que l'entreprise reste attachée à la transparence.","[TIME]: present
∙CEO →° ~̃(-) ∙rant
∙official_press_release ⟳ ∙rant → ≠ ∙statement
∙statement ≡ [∙company ↔+ ∙transparency → ⟶ »]
◉company ⊃[] ∙press_release → ∿ ∙public_perception(+)","[TIME]: present
[TRUST]: ≠

◉communiqué_officiel ⟳ ∙diatribe_PDG → ∙entreprise ↔+ ∙transparence

~̃(-) ⟶ ~̃(+)","{""agents"":[""press release""],""action"":""state"",""object"":[""company""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","```json
{
  ""agents"": [""communiqué officiel""],
  ""action"": ""indiquer"",
  ""object"": [""entreprise"", ""transparence""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,lost,partial,preserved
G03,G,simulation_inference,L3,stressée,"Based on current trends, analysts predict the housing market will cool down by the end of the year.","Sur la base des tendances actuelles, les analystes prévoient un refroidissement du marché immobilier d'ici la fin de l'année.","[TIME]: present » future
∙analysts ⊃ ∙prediction(+) → ∙housing_market ⟲↓ » ∙year_end | ∿ ⇐ ∙current_trends","[TIME]: present » future

∙analysts ⊃[∙market_trends=] → ⟶»[∙real_estate_market ⟳ ∙cooling]","```json
{
  ""agents"": [""analysts""],
  ""action"": ""predict"",
  ""object"": [""housing market""],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","{""agents"":[""analystes""],""action"":""prévoir"",""object"":[""marché immobilier""],""time"":""future"",""modality"":""MAY"",""polarity"":""neutral"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""weaken""}",preserved,partial,preserved,preserved
G04,G,archeological,L3,stressée,"To understand this decision, we must trace back to the founding vision of the institution in 1952.","Pour comprendre cette décision, nous devons remonter à la vision fondatrice de l'institution en 1952.","[TIME]: past
∙understanding ⊃ ∙decision ⇐ ∙founding_vision → ∙institution «1952» [MUST]","[TIME]: past→present

∙comprendre + ∙décision=
⟶(∙nous=) → ⟳(∙vision_fondatrice«) ⊃ ∙institution«1952
⇐(∙décision=) ← ∙vision_fondatrice«","{""agents"":[""we""],""action"":""trace"",""object"":[""decision"",""vision"",""institution""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","```json
{
  ""agents"": [""nous""],
  ""action"": ""remonter"",
  ""object"": [""vision"", ""institution""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,preserved
G05,G,bifurcation_possibles,L3,stressée,"From this point, the story could branch into a tragedy or a redemption arc, depending on the next choice.","À partir de ce point, l'histoire pourrait bifurquer en tragédie ou en arc de rédemption, selon le choix suivant.","[TIME]: present
∙story «=» │[∙tragedy ⊗ ∙redemption_arc] → ∙next_choice ⊃ ∙outcome (?)","[TIME]: present
[STATE]: │

∙point_narratif= → │(∙trajectoire_histoire)
│ → [∙tragédie ⊗ ∙arc_rédemption°+]
∙choix_suivant» ⊃[] │
Δ(∙point_narratif=) → κ(│)
⟶(narrateur → destinataire): ∿(∙bifurcation_possible)
(?)","```json
{
  ""agents"": [""story""],
  ""action"": ""branch"",
  ""object"": [""tragedy"", ""redemption arc""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""histoire""],
  ""action"": ""bifurquer"",
  ""object"": [""tragédie"", ""arc de rédemption""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
G06,G,ambiguous_faithful_vs_generative,L2,stressée,The translation preserves the meaning of the poem but uses different rhythms in English.,La traduction préserve le sens du poème mais utilise des rythmes différents en anglais.,"[TIME]: present
∙translation ≠ ∙meaning°poem+ ⊗ ∙rhythm°original ⟳ ∙rhythm°English","[TIME]: present
∙traduction ≠ ∙poème°sens → ∙anglais°rythmes⊗∙original°rythmes","```json
{
  ""agents"": [""translation""],
  ""action"": ""preserve"",
  ""object"": [""meaning"", ""poem""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""traduction""],
  ""action"": ""préserver"",
  ""object"": [""sens"", ""poème""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,partial
H01,H,tone_positive,L1,naturelle,"Yes, this is absolutely the right direction for our team.","Oui, c'est tout à fait la bonne direction pour notre équipe.","[TIME]: present
∙team → ∙direction+ ⟶°+ ~̃+ ℝ (!)","[TIME]: present
[TRUST]: ≡

◉(speaker) →⟶ ∙(direction)+ ⊃ ∙(team)
∙(direction)+ ↔ ∙(team)
~̃(+) ℙ(affirmation)","```json
{
  ""agents"": [""speaker""],
  ""action"": ""affirm"",
  ""object"": [""direction"", ""team""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""équipe""],
  ""action"": ""être"",
  ""object"": [""direction""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved
H02,H,tone_negative,L1,naturelle,"No, that interpretation misses the core of the argument entirely.","Non, cette interprétation rate complètement l'essentiel de l'argument.","[TIME]: present
∙speaker ⊗ ∙interpretation° → ∙argument.core | ⟶[-] ~̃[-] (-)","[TIME]: present
[STATE]: ℜ

◉interprétation ⊗ ◉argument.∙essentiel
∙locuteur ⟶ ⊖°+interprétation
~̃(-)
(!)","{""agents"":[""interpretation""],""action"":""miss"",""object"":[""core"",""argument""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","```json
{
  ""agents"": [""interprétation""],
  ""action"": ""rater"",
  ""object"": [""essentiel"", ""argument""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""weaken""
}
```",preserved,lost,preserved,lost
H03,H,tone_interrogative,L1,naturelle,What are the long-term consequences of adopting this policy?,Quelles sont les conséquences à long terme de l'adoption de cette politique ?,"[TIME]: present→future
(?) ∙policy ⟶ ⟳ » ∙consequences+ | Δ(this) ⊃ ∙policy","[TIME]: present→future
[STATE]: inquiry

∙politique «=» ⟳ ∙conséquences »
∙conséquences → [+durée] »
⟶ ∙locuteur ⊃ ∙interlocuteur → ≠ ∙conséquences
(?) Δ[cette]","```json
{
  ""agents"": [""speaker""],
  ""action"": ""inquire"",
  ""object"": [""consequences"", ""policy""],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": null
}
```","```json
{
  ""agents"": [""interlocuteur""],
  ""action"": ""demander"",
  ""object"": [""conséquences"", ""politique""],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": null
}
```",preserved,preserved,preserved,preserved
H04,H,tone_performative_isolated,L1,stressée,Stop! Don't touch that wire!,Stop ! Ne touche pas à ce fil !,"[TIME]: present
[STATE]: urgent

∙speaker ⊃[◉action ⊗ ∙wire] ∙addressee (!) [NOT]
~̃fear+ ⟶prevent_harm
⊕danger » ∙addressee","[TIME]: present
[STATE]: urgent

ℙ(⟶stop) ⊕+ (!)
[NOT] ∙touch → ∙wire
⊃[∙you → ∙wire]°-
~̃(fear|alarm)+","{""agents"":[""speaker""],""action"":""touch"",""object"":[""wire""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""imperative"",""relation_type"":null,""dynamic"":null}","{""agents"":[""speaker""],""action"":""touch"",""object"":[""fil""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""imperative"",""relation_type"":null,""dynamic"":null}",preserved,lost,preserved,preserved
I01,I,positive_strong,L2,naturelle,The mentorship program significantly boosted the students' confidence and skills.,Le programme de mentorat a considérablement renforcé la confiance et les compétences des étudiants.,"[TIME]: past
∙mentorship_program → ∙students'_confidence (+)(↑)
∙mentorship_program → ∙students'_skills (+)(↑)","[TIME]: past

∙programme_mentorat →+ ↑ ∙confiance°étudiants
∙programme_mentorat →+ ↑ ∙compétences°étudiants","{""agents"":[""mentorship program""],""action"":""boost"",""object"":[""students"",""confidence"",""skills""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""programme de mentorat""],
  ""action"": ""renforcer"",
  ""object"": [""confiance"", ""compétences"", ""étudiants""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved
