id,family,nuance,level,difficulty,en,fr,cstl_v303_en,cstl_v303_fr,cstl_v304_en,cstl_v304_fr,json_en,json_fr,v303_verdict_en,v303_verdict_fr,v304_verdict_en,v304_verdict_fr,json_verdict_en,json_verdict_fr
D03,D,resonance_similarity,L4,stressée,The twins think exactly the same way and finish each other's sentences.,Les jumeaux pensent exactement de la même manière et finissent les phrases l'un de l'autre.,∙twins ↔°+ ∙twins [ℝ:cognitive] = ∙twins ↔°+ ∙twins [ℝ:linguistic] (+),∙jumeaux[+dual] ↔°+ ∙pensée[≡manière] ; ℝ(∙jumeau₁ ~ ∙jumeau₂)[+exact] → ∙phrases ⟳(∙un → ∙autre)[↔],∙twins ↔ ℝ(∙thought) | ∙twins ↔ ⟳(∙sentences) (+),∙jumeaux ↔ ℝ(∙pensée) | ∙jumeau₁ → ⟳∙phrase(∙jumeau₂) ↔ ∙jumeau₂ → ⟳∙phrase(∙jumeau₁) =,"{""agents"":[""twins""],""action"":""think"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""reinforce""}","{""agents"": [""jumeaux""], ""action"": ""penser"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""mutual"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
D04,D,mutual_cooperation,L2,naturelle,Alice and Bob work together on the research project without any ego.,Alice et Bob travaillent ensemble sur le projet de recherche sans aucun ego.,∙Alice ↔+ ∙Bob → ∙research_project | ⊗ ∙ego | [TIME]: present,"[TIME]: present

∙Alice ↔+ ∙Bob → ∙projet_recherche°recherche
⊗ ~̃ego(∙Alice, ∙Bob)",∙Alice ↔ ∙Bob → ∙research_project | ⊗∙ego (+),∙Alice ↔ ∙Bob ⟶ ∙projet_recherche | ⊗∙ego = (+),"{""agents"":[""Alice"",""Bob""],""action"":""work"",""object"":[""research project""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""stable""}","{""agents"": [""Alice"", ""Bob""], ""action"": ""travailler"", ""object"": [""projet de recherche""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""mutual"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
D05,D,mutual_plus_resonance,L4,stressée,They collaborate daily and share identical values about scientific rigor.,Ils collaborent quotidiennement et partagent des valeurs identiques sur la rigueur scientifique.,∙collaborate «=» ↔+ ∙they ; ∙values[scientific_rigor] ↔ ℝ[identical] ∙they,"```cstl
[TIME]: present

∙collaboration ↔ ∙ils (+) =
∙ils ↔ ∙valeurs_rigueur_scientifique ℝ[identiques] (+) =
```",∙they ↔+ ∙collaboration = | ∙they ↔ ∙values(∙scientific_rigor) ℝ (+),"[TIME]: present
∙ils ↔+ ∙collaboration = | ∙ils ↔ ∙valeurs(∙rigueur_scientifique) ℝ (+)","{""agents"": [""They""], ""action"": ""collaborate"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""mutual"", ""dynamic"": ""reinforce""}","{""agents"": [""Ils""], ""action"": ""collaborer"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""mutual"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
D06,D,rupture,L3,naturelle,The betrayal ended their partnership immediately and without possibility of repair.,La trahison a mis fin à leur partenariat immédiatement et sans possibilité de réparation.,"[TIME]: past

∙betrayal ⟳ (∙partnership ⊗ ∙partnership) | ℜ+ | »[NOT]∙repair

Claude: [TIME]: past

∙betrayal ⟳ (∙partnership ⊗ ∙partnership) | ℜ+ | »[NOT]∙repair","[TIME]: past

∙trahison → ⟳[∙partenariat ⊗ ∙partenariat] + °immédiat + [NOT]∙réparation",∙betrayal → ⟳[∙partnership ⊗ ∅] » [NOT][MAY] ⟲ ∙repair (!) (-),"[TIME]: past
∙trahison → ⟳[∙partenariat ⊗] ℜ+ (!) | [NOT] ∙réparation »","{""agents"": [""betrayal""], ""action"": ""end"", ""object"": [""partnership""], ""time"": ""past"", ""modality"": ""MUST"", ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""weaken""}","{""agents"": [""trahison""], ""action"": ""mettre"", ""object"": [""partenariat""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,preserved,preserved
D07,D,catalysis,L3,stressée,The scandal accelerated reforms that were going to happen anyway.,Le scandale a accéléré des réformes qui allaient se produire de toute façon.,∙scandal → κ ∙reforms⟲→⟳ | ∙reforms ⟶»,"[TIME]: past

∙scandal κ+ ⟲→⟳ ∙reforms » ∙reforms",∙scandal κ ↑ ∙reforms | ∙reforms ⟲ » «,"[TIME]: past
∙scandale κ+ ⟳∙réformes | ∙réformes »(inevitable) «","{""agents"":[""scandal""],""action"":""accelerate"",""object"":[""reforms""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""scandale""],""action"":""accélérer"",""object"":[""réformes""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
D08,D,pressure_to_transform,L6,stressée,Years of stress accumulated until the company collapsed into a different kind of organization.,Des années de pression se sont accumulées jusqu'à ce que l'entreprise s'effondre pour devenir un autre type d'organisation.,∙stress«=»(-)° ↑⟲ ⊕+ → ∙company ⟲→⟳ ∙organization≠,"[TIME]: past→present

∙entreprise «=» [ ⊕+ ]↑ ∙années → ⟲→⟳ ∙entreprise ↓- → ∙organisation°","[TIME]: past
∙stress ⊕ ↑ «=» → ∙company ⟳ ◉organization(different) (-)","[TIME]: past
⊕(∙années) ↑ → ∙entreprise ⟲ ℜ ⟳ ◉organisation(-) «","{""agents"": [""company""], ""action"": ""collapse"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}","{""agents"": [""pression""], ""action"": ""accumuler"", ""object"": [""entreprise""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}",preserved,lost,preserved,partial,partial,preserved
D09,D,opposition,L2,stressée,Freedom of expression and total surveillance are mutually exclusive by nature.,La liberté d'expression et la surveillance totale sont mutuellement exclusives par nature.,∙freedom_of_expression ⊗ ∙total_surveillance [MUST],"[TIME]: =

∙liberté_expression ⊗ ∙surveillance_totale °nature",◉freedom_of_expression ⊗ ◉total_surveillance ℜ,◉liberté_expression ⊗ ◉surveillance_totale | ℜ ↔ (+),"{""agents"":[""Freedom of expression"",""total surveillance""],""action"":""exclude"",""object"":[],""time"":""present"",""modality"":""MUST"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","{""agents"":[""liberté d'expression"",""surveillance totale""],""action"":""exclure"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
E01,E,transformation_achieved,L3,naturelle,The caterpillar became a butterfly after three weeks in the cocoon.,La chenille est devenue un papillon après trois semaines dans le cocon.,∙caterpillar ⟳ ∙butterfly ← ∙cocoon[«three_weeks],"[TIME]: past

∙chenille «⟲» ∙cocon → ⟳ ∙papillon

Δ(durée: trois semaines)",∙caterpillar ⟳ ◉butterfly « | ∙cocoon ↔ ⟲ κ(3 weeks),∙chenille ⟳ ∙papillon « | ∙cocon κ ⟳ (+),"{""agents"":[""caterpillar""],""action"":""become"",""object"":[""butterfly""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","{""agents"": [""chenille""], ""action"": ""devenir"", ""object"": [""papillon""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
E02,E,transformation_in_progress,L2,stressée,The ice is melting slowly as the temperature keeps rising in the chamber.,La glace fond lentement à mesure que la température continue de monter dans la chambre.,"```cstl
[TIME]: present
∙ice ⟲ ∙water | ∙temperature ↑ → ∙ice⟲- | ⊕(∙chamber)
```","[TIME]: present

∙glace ⟲↓ ∙fonte° | ∙température ↑» → ∙chambre ⊕ | ∙température↑ → ∙glace⟲↓",∙ice ⟲ ∙water | ∙temperature ↑ → ∙chamber κ(+),∙glace ⟲ ∙eau | ∙température ↑ → ∙chambre = (+),"{""agents"":[""ice""],""action"":""melt"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""glace""],""action"":""fondre"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""weaken""}",preserved,partial,preserved,preserved,preserved,preserved
E03,E,reinforcement,L2,naturelle,Her confidence grew with every successful presentation she gave.,Sa confiance grandissait à chaque présentation réussie qu'elle donnait.,∙confidence(her) ⟲ ↑+ « ∙presentation(her) ⟳+ »,"[TIME]: past

∙elle ~̃(confiance)↑ ← [∙elle → ∙présentation⁺ ⟳]«⟲»",∙she ⟶ ∙presentation ⟳+ | ~̃(confidence) ↑ κ(∙success) «=»,∙elle → ℙ∙présentation ⟳+ « | ~̃(∙confiance) ↑ ⟲ (+),"{""agents"":[""confidence""],""action"":""grow"",""object"":[],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""elle""], ""action"": ""grandir"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
E04,E,weakening,L2,naturelle,Their friendship eroded slowly over years of unspoken disagreements.,Leur amitié s'est érodée lentement au fil d'années de désaccords non exprimés.,"```cstl
[TIME]: past

∙friendship[+] ⟲↓ ⊖(∙disagreements[-] ⊗ ∙expression) «
```","[TIME]: past

∙amitié(∙eux) ⟲↓- «» ⊗°(∙désaccords[-~̃ ⊖])",∙friendship ⟲↓ ∙erosion | ∙disagreements ⊗ ~̃(silence) → ∙friendship « (+),∙amitié(∙eux) ⟲ ↓ « | ∙désaccords ⊗ ~̃(non-exprimés) → κ ∙érosion (-),"{""agents"": [""friendship""], ""action"": ""erode"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}","{""agents"": [""amitié""], ""action"": ""éroder"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,preserved,preserved
E05,E,ambiguous_achieved_or_progress,L2,stressée,The patient is recovering from the surgery performed last month.,Le patient récupère de l'opération effectuée le mois dernier.,`∙patient ⟲ ∙recovery | ∙surgery «→ ∙patient | [TIME]: past→present`,"[TIME]: past→present

∙patient ⟲→⟳ ∙récupération+ | «∙opération ⟳ ∙patient»",∙patient ⟲ ∙recovery | «(∙surgery → ∙patient) ⟳ =,∙patient ⟲ ∙récupération « (∙opération) (+),"{""agents"":[""patient""],""action"":""recover"",""object"":[""surgery""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""patient""], ""action"": ""récupérer"", ""object"": [""opération""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
E06,E,irreversible_transformation,L3,stressée,"Once the contract is signed, the property transfer becomes irreversible.","Une fois le contrat signé, le transfert de propriété devient irréversible.","[TIME]: future
[STATE]: ⟲→⟳

∙contract ⊕ ℙ.signed » ∙property.transfer⟳ ⊗ ∙reversal [NOT]","[TIME]: future
∙contrat ⟳signé » ∙transfert∙propriété ⟳irréversible(+)",[IF] ∙contract ⟳ ∙signed » ∙property_transfer ⟳ [NOT]⟲ (+),"[TIME]: future
∙contrat ⟳(∙signature) → ∙transfert_propriété ⟳+ [MUST] ⊗(⟲)","{""agents"": [""contract""], ""action"": ""sign"", ""object"": [], ""time"": ""future"", ""modality"": ""IF"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}","{""agents"": [""contrat""], ""action"": ""rendre"", ""object"": [""transfert"", ""propriété""], ""time"": ""future"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,lost
F01,F,intention,L2,naturelle,She intends to complete the novel before her next book tour begins.,Elle a l'intention d'achever le roman avant le début de sa prochaine tournée.,∙she ⟶ ⟲∙novel » ⟳ | «» ∙book_tour,"[TIME]: present » future

∙elle ⟶ ⟲→⟳(∙roman) » « ∙tournée_prochaine",∙she ⟶[∙complete → ⟳∙novel] » | «[∙book_tour → ∙begin] (+),∙elle ⟶[∙roman ⟳ ∙achevé] » «∙tournée,"{""agents"":[""She""],""action"":""complete"",""object"":[""novel""],""time"":""future"",""modality"":""MAY"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"": [""Elle""], ""action"": ""achever"", ""object"": [""roman""], ""time"": ""future"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}",preserved,lost,preserved,preserved,lost,lost
F02,F,emotional_modulation,L2,naturelle,"He agreed to the terms, but with visible reluctance in his voice.","Il a accepté les conditions, mais avec une réticence visible dans la voix.",∙he ⟶→ ∙terms(+) ⊗ ~̃(-) ↑ [TIME]: present,∙sujet → ⟳(∙conditions) + ~̃(⊖)° ↔ ∙voix,∙he ℙ(agreement) → ∙terms | ~̃(reluctance)+ ⊕- = (+)(-),∙il ⟶ ∙conditions ℙ(acceptation) ~̃(réticence)- = (+/-),"{""agents"":[""He""],""action"":""agree"",""object"":[""terms""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","{""agents"":[""Il""],""action"":""accepter"",""object"":[""conditions""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}",preserved,partial,preserved,preserved,preserved,preserved
F03,F,direct_grip,L3,stressée,The dictator forbids his citizens from speaking against the regime.,Le dictateur interdit à ses citoyens de parler contre le régime.,"[TIME]: present
[STATE]: ⊖_speech

◉dictator ⊃[∙citizens ⊗ ∙speech_against_regime] [MUST][NOT] ⊕- (-)","[TIME]: present

◉dictateur ⊃[∙citoyens ⊗ ∙parole_contre_régime] [MUST][NOT] ⊕-",[NOT] ∙dictator ⊃[∙citizens → ∙speech ⊗ ∙regime]+ = (-),[NOT] ∙dictateur ⊃[∙citoyens → ∙parole ⊗ ∙régime] ⊕ (-) =,"{""agents"":[""dictator""],""action"":""forbid"",""object"":[""citizens"",""regime""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""reinforce""}","{""agents"":[""dictateur""],""action"":""interdire"",""object"":[""citoyens"",""régime""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
F04,F,meta_control,L3,stressée,The parent carefully supervises the children's friendships outside school.,Le parent supervise soigneusement les amitiés des enfants en dehors de l'école.,∙parent ⊃[∙children ↔ ∙friends] °careful +supervision «=» ⊕ ∙outside_school Δ,∙parent ⊃[∙enfants ↔ ∙amis] °soigneusement | ∙amis ⊗ ∙école | ~̃vigilance(+),"[TIME]: present
∙parent ⟶ ⊃[∙children ↔ ∙friends]+ ~̃(care) | ∙friends ⊗ ∙school =","[TIME]: present
∙parent ⊃[∙enfants ↔ ∙amis]+ ~̃(soin) ⊕ | ⊗ ∙école","{""agents"":[""parent""],""action"":""supervise"",""object"":[""children"",""friendships""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""parent""],""action"":""superviser"",""object"":[""enfants"",""amitiés""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
F05,F,grip_plus_meta,L4,stressée,The warden controls what prisoners do and limits who they can contact outside.,Le directeur de prison contrôle ce que font les prisonniers et limite avec qui ils peuvent communiquer à l'extérieur.,∙warden ⊃ ∙prisoners → ∙actions° ⊗ ∙contact_outside,"[TIME]: present

∙directeur_prison ⊃[∙prisonniers → ∙actions] ⊗ ∙prisonniers ↔ ∙extérieur",∙warden ⊃[∙prisoners]+ | ∙warden ⊃[][∙prisoners ↔ ∙outside]- =,[STATE]: ∙directeur ⊃[∙prisonniers]+ | ∙directeur ⊃[][∙prisonniers ↔ ∙extérieur]- (-),"{""agents"":[""warden""],""action"":""control"",""object"":[""prisoners""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""directeur de prison""],""action"":""contrôler"",""object"":[""prisonniers""],""time"":""present"",""modality"":""MUST"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,preserved,preserved,partial,preserved,preserved
F06,F,deixis,L1,naturelle,I propose that you and I meet here tomorrow to finalize the plan.,Je propose que vous et moi nous rencontrions ici demain pour finaliser le plan.,ℙ[propose] ⟶[finalize] ∙speaker ↔+ ∙addressee → ∙location=here »[tomorrow] → ⟲∙plan→⟳,"[TIME]: present→future

ℙ(∙je ⟶ [∙vous ↔ ∙je]° → ∙ici » ∙demain) → ⟲(∙plan → ⟳∙plan+)",ℙ ⟶ [∙I ↔ ∙you] → ∙here » | ⟶ ⟳∙plan (+),ℙ(+) ⟶ ∙je ↔ ∙vous → ∙rencontre Δ(ici) » → ⟳∙plan,"{""agents"":[""I""],""action"":""propose"",""object"":[""you"",""I""],""time"":""present"",""modality"":""MAY"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""stable""}","{""agents"": [""Je""], ""action"": ""proposer"", ""object"": [""vous"", ""moi""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""mutual"", ""dynamic"": ""stable""}",preserved,lost,preserved,preserved,partial,preserved
F07,F,performative_speech_act,L2,stressée,"I hereby resign from my position, effective immediately.","Je démissionne par la présente de mon poste, avec effet immédiat.","[TIME]: present
[STATE]: ⟲→⟳

∙speaker ℙ(resign) ⟶(exit) → ∙position ⟳ | »(=now) (!)","```cstl
[TIME]: present
[STATE]: ⟳

∙speaker ⟶[∙role_professional] ⊗° → ℙ(!)
Δ(«=») ∙document → κ[⟲→⟳]
```",ℙ(!) ∙speaker ⟳ ⊗∙position » ~̃(resolve),ℙ(!) ∙locuteur ⟶ ⟳[∙locuteur ⊗ ∙poste] = »,"{""agents"": [""I""], ""action"": ""resign"", ""object"": [""position""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}","{""agents"": [""Je""], ""action"": ""démissionner"", ""object"": [""poste""], ""time"": ""present"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
F08,F,trust_degradation,L3,naturelle,"The partnership started on solid trust, but recent events have eroded it significantly.","Le partenariat a commencé sur une confiance solide, mais des événements récents l'ont érodée de manière significative.","```cstl
[TIME]: past→present
[STATE]: trust↓

∙partnership «=⟳ ∙trust+ → =⟲ ∙trust-
∙events= ⊗↓ ∙trust
```","[TIME]: past→present
[STATE]: ⟲

∙partenariat «=∙confiance°solide+ →» ∙événements°récents ⊗↓ ∙confiance- (-)","[TIME]: past|present
[TRUST]: ∙partnership →++ « | ∙events → ↓+ ∙trust = (-)","[TIME]: past
[TRUST]: ∙partenariat « →+ ◉confiance | ∙événements » → ↓ ◉confiance (-)","{""agents"": [""partnership""], ""action"": ""erode"", ""object"": [""trust""], ""time"": ""entangled"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}","{""agents"": [""partenariat""], ""action"": ""éroder"", ""object"": [""confiance""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,preserved,preserved
F09,F,deixis_multiple,L2,stressée,"You stay here, I go there, and we meet at the crossroads.","Toi tu restes ici, moi je vais là-bas, et nous nous retrouvons au carrefour.","[TIME]: future

∙you ⟶ ∙here° ⊗ ∙I ⟶ ∙there° → ∙we ↔ ∙crossroads(+)","[TIME]: present→future

(Δ_toi)∙⊃[=»]∙lieu_ici ⊗ (Δ_moi)∙⊃[=»]∙lieu_là-bas → (Δ_nous)∙↔∙⟳[»]∙carrefour

ℙ(directive)+ ⟶(coordination)+",∙speaker ⊃[∙listener → ∙here]= | ∙speaker ⟶ ∙there » | ∙speaker ↔ ∙listener → ∙crossroads » ℙ(+),"[TIME]: present→future
Δ(∙toi) ⊃[= ∙ici] | Δ(∙moi) ⟶ » ∙là-bas | Δ(∙nous) ⟶ » ↔ ∙carrefour ℙ","{""agents"":[""I"",""You""],""action"":""meet"",""object"":[""crossroads""],""time"":""future"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""imperative"",""relation_type"":""mutual"",""dynamic"":""stable""}","{""agents"": [""Toi"", ""Moi"", ""Nous""], ""action"": ""retrouver"", ""object"": [], ""time"": ""future"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""imperative"", ""relation_type"": ""mutual"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,partial
F10,F,performative_plus_intention,L3,stressée,I hereby pledge to complete this research within two years.,Je m'engage par la présente à achever cette recherche dans un délai de deux ans.,ℙ[∙speaker ⟶ ⟳(∙research) »[+2y]] [MUST](+),"[TIME]: present
[STATE]: ℙ

∙je ⊕+ ⟶(∙recherche → ⟳) » ∙délai°deux_ans | ℙ(!)",ℙ(!) ⟶ ∙I ⊃[∙I → ⟳∙research] » [MUST] (+),ℙ(!) ∙je ⟶+ ⊃[∙je → ⟳∙recherche] » [MUST] Δ(présente) (+),"{""agents"":[""I""],""action"":""pledge"",""object"":[""research""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""Je""], ""action"": ""engager"", ""object"": [""recherche""], ""time"": ""present"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
G01,G,faithful,L1,stressée,"The witness repeated the suspect's exact words: ""I was not there that night.""",Le témoin a répété les mots exacts du suspect : « Je n'étais pas là cette nuit-là. »,"[TIME]: present | [TRUST]: ≡

∙witness → ≡[∙suspect.words] : ""∙I ⊗ ∙there «night»"" [NOT]","[TIME]: past

∙témoin → ≡[∙suspect → ∙""Je n'étais pas là cette nuit-là""] ℙ(témoignage)","[TIME]: past
∙witness ≡[∙suspect → ∙words] | ∙suspect ⟶ [NOT] ∙presence → ∙night(-) «","[TIME]: past
∙témoin ≡ ∙suspect_paroles « | ∙suspect ⟶ [NOT] ∙présence ∙lieu «(nuit) ℙ","{""agents"": [""witness""], ""action"": ""repeat"", ""object"": [""suspect""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}","{""agents"": [""témoin""], ""action"": ""répéter"", ""object"": [""suspect""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,partial,preserved
G02,G,generative,L2,stressée,"The official press release, rephrasing the CEO's rant, stated that the company remained committed to transparency.","Le communiqué officiel, reformulant la diatribe du PDG, indique que l'entreprise reste attachée à la transparence.","```cstl
[TIME]: present

∙CEO →(«) ∙rant~̃(-)
∙official_press_release ≠ ∙rant ⟳ ∙statement
∙statement → [∙company ↔ ∙transparency°+]
∙statement ℙ(+)
```","[NET]: ◉communiqué_officiel ≠ ∙diatribe_PDG
[STATE]: ∙entreprise → ∙transparence (+)°

◉communiqué_officiel ⟶ ∙entreprise ↔ ∙transparence
∙diatribe_PDG ⟲ ◉communiqué_officiel
~̃(-)∙diatribe_PDG ⟳ ~̃(+)◉communiqué_officiel
ℙ[attachement] ∙entreprise → ∙transparence",≠[∙CEO ~̃(rant)(-)] → ∙press_release ℙ(∙company ⟶ ∙transparency =) (+),"[TIME]: present
∙communiqué_officiel ≠(∙diatribe_PDG) → ℙ ∙entreprise ↔+ ∙transparence","{""agents"": [""press release""], ""action"": ""state"", ""object"": [""company""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}","{""agents"": [""communiqué officiel""], ""action"": ""indiquer"", ""object"": [""entreprise"", ""transparence""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,partial,lost
G03,G,simulation_inference,L3,stressée,"Based on current trends, analysts predict the housing market will cool down by the end of the year.","Sur la base des tendances actuelles, les analystes prévoient un refroidissement du marché immobilier d'ici la fin de l'année.","[TIME]: present»future

∙analysts =⟶ ∙prediction(+) → [∙housing_market ⟲↓ «=»future(∙year_end)]","[TIME]: present»future

∙analystes ⟶ ∙prévision(+) → [∙tendances_actuelles= ⊕ ∙marché_immobilier » ⟲↓°température]",∙analysts ∿[∙trends= → ∙housing_market ↓ »] (+),"[TIME]: present
∙analystes ⟶ ∿(∙tendances_actuelles → ∙marché_immobilier ↓ ») (+)","{""agents"": [""analysts""], ""action"": ""predict"", ""object"": [""housing market""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""weaken""}","{""agents"": [""analystes""], ""action"": ""prévoir"", ""object"": [""marché immobilier""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,preserved,preserved
