id,family,nuance,level,difficulty,en,fr,cstl_v302_en,cstl_v302_fr,cstl_v303_en,cstl_v303_fr,json_en,json_fr,v302_verdict_en,v302_verdict_fr,v303_verdict_en,v303_verdict_fr,json_verdict_en,json_verdict_fr
D04,D,mutual_cooperation,L2,naturelle,Alice and Bob work together on the research project without any ego.,Alice et Bob travaillent ensemble sur le projet de recherche sans aucun ego.,"[TIME]: present
∙Alice ↔°+ ∙Bob → ∙research_project
⊗ ∙ego","[TIME]: present

∙Alice ↔+ ∙Bob → ∙projet_recherche°recherche
⊗ ~̃ego(∙Alice)
⊗ ~̃ego(∙Bob)",∙Alice ↔+ ∙Bob → ∙research_project | ⊗ ~̃(ego),∙Alice ↔+ ∙Bob → ∙projet_recherche | ⊗ ~̃(ego),"```json
{
  ""agents"": [""Alice"", ""Bob""],
  ""action"": ""work"",
  ""object"": [""research project""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```","{""agents"":[""Alice"",""Bob""],""action"":""work"",""object"":[""project""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
D05,D,mutual_plus_resonance,L4,stressée,They collaborate daily and share identical values about scientific rigor.,Ils collaborent quotidiennement et partagent des valeurs identiques sur la rigueur scientifique.,"[TIME]: present
∙collaborate ↔ ∙they (+) ≡
∙they → ∙values ⊃ ∙scientific_rigor (+) ≡
∙values ℝ ∙values (+) ≡","[TIME]: present

∙collaborateurs ↔°+ ∙travail_quotidien = ℝ°+ ∙valeurs_identiques(∙rigueur_scientifique)",∙they ↔+ = | ∙they ℝ ∙values(∙scientific_rigor),∙ils ↔+ = | ∙ils ℝ ∙valeurs(∙rigueur_scientifique),"{""agents"":[""They""],""action"":""collaborate"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""reinforce""}","{""agents"":[""Ils""],""action"":""collaborer"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""reinforce""}",preserved,partial,preserved,preserved,preserved,preserved
D06,D,rupture,L3,naturelle,The betrayal ended their partnership immediately and without possibility of repair.,La trahison a mis fin à leur partenariat immédiatement et sans possibilité de réparation.,"[TIME]: past
∙betrayal ⟳ ∙partnership- | ⊗ » ℜ ↓↓ [NOT]∙repair (-)","[TIME]: past
∙trahison → ⟳(∙partenariat°) ⊗ ∙réparation
(-)
[NOT]",∙betrayal ⟳ ◉(∙partnership ⊗) ℜ =,∙trahison → ℜ[∙partenariat]+ « | [NOT] ⟲,"```json
{
  ""agents"": [""betrayal""],
  ""action"": ""end"",
  ""object"": [""partnership""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""trahison""],
  ""action"": ""terminer"",
  ""object"": [""partenariat""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,preserved,preserved,preserved,preserved
D07,D,catalysis,L3,stressée,The scandal accelerated reforms that were going to happen anyway.,Le scandale a accéléré des réformes qui allaient se produire de toute façon.,"[TIME]: past
∙scandal ⊕ κ → ∙reforms
∙reforms » ⟳ «=»","[TIME]: past

∙scandal κ ∙reforms⟳ | ∙reforms »(+)",∙scandal κ ∙reforms | ∙reforms » ⟳,∙scandale κ ∙réformes | ∙réformes » (⟶),"{""agents"":[""scandal""],""action"":""accelerate"",""object"":[""reforms""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""scandale""],""action"":""accélérer"",""object"":[""réformes""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,preserved,preserved,partial,partial,preserved
D08,D,pressure_to_transform,L6,stressée,Years of stress accumulated until the company collapsed into a different kind of organization.,Des années de pression se sont accumulées jusqu'à ce que l'entreprise s'effondre pour devenir un autre type d'organisation.,"[TIME]: past
∙stress «↑ ⊕+» ⟲ ∙company → ⟳ ◉organization°","[TIME]: past

∙années ⊕+ → ∙entreprise «
⊕ ↑ ⟲ «
∙entreprise ⟳ ∙organisation_autre »
∙entreprise ⊗ ∙entreprise_ancienne
κ[⊕_accumulée] → ⟳",⊕ ∙stress « → ∙company ⟳ ◉organization,⊕+ ∙pression « → ∙entreprise ⟲ ⟳ ◉organisation,"{""agents"":[""company""],""action"":""collapse"",""object"":[""organization""],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""weaken""}","```json
{
  ""agents"": [""entreprise""],
  ""action"": ""effondrer"",
  ""object"": [""organisation""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,preserved,partial,preserved,partial
D09,D,opposition,L2,stressée,Freedom of expression and total surveillance are mutually exclusive by nature.,La liberté d'expression et la surveillance totale sont mutuellement exclusives par nature.,∙freedom_of_expression ⊗ ∙total_surveillance °nature,"[TIME]: present

∙liberté_expression ⊗ ∙surveillance_totale °nature

Claude: [TIME]: present

∙liberté_expression ⊗ ∙surveillance_totale °nature",∙freedom_of_expression ⊗ ∙total_surveillance,∙liberté_expression ⊗ ∙surveillance_totale,"{""agents"":[""Freedom of expression"",""total surveillance""],""action"":""exclude"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","{""agents"":[""liberté d'expression"",""surveillance totale""],""action"":""exclure"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}",preserved,partial,preserved,preserved,preserved,preserved
E01,E,transformation_achieved,L3,naturelle,The caterpillar became a butterfly after three weeks in the cocoon.,La chenille est devenue un papillon après trois semaines dans le cocon.,"[TIME]: past
∙caterpillar ⟳ ∙butterfly → ∙cocoon(∙three_weeks)","[TIME]: past

∙chenille «⟳» ∙cocon → ∙chenille ⟳ ◉papillon

∙cocon ⊕ ∙transformation | ∙trois_semaines °Δ

∙chenille «⟳» ◉papillon (+)",∙caterpillar ⟳ ◉butterfly «(∙cocoon),∙chenille ⟳ ◉papillon « | ∙cocon ⊕,"```json
{
  ""agents"": [""caterpillar""],
  ""action"": ""become"",
  ""object"": [""butterfly"", ""cocoon""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","{""agents"":[""chenille""],""action"":""devenir"",""object"":[""papillon""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}",partial,preserved,preserved,preserved,preserved,preserved
E02,E,transformation_in_progress,L2,stressée,The ice is melting slowly as the temperature keeps rising in the chamber.,La glace fond lentement à mesure que la température continue de monter dans la chambre.,"[TIME]: present
∙ice ⟲- → ∙melting | ∙temperature ↑+ → ∙chamber | ∙temperature↑ → ∙ice⟲","[TIME]: present
[STATE]: ⟲

∙glace ⟳- ∙fonte = °lentement
∙température ↑+ » ∙chambre
∙température↑ → ∙glace⟳",∙ice ⟲ ∙water | ∙temperature ↑ ∙chamber,∙glace ⟲ ∙eau | ∙température ↑ ∙chambre,"{""agents"":[""ice""],""action"":""melt"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""weaken""}","{""agents"":[""glace""],""action"":""fondre"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""weaken""}",preserved,preserved,preserved,preserved,preserved,preserved
E03,E,reinforcement,L2,naturelle,Her confidence grew with every successful presentation she gave.,Sa confiance grandissait à chaque présentation réussie qu'elle donnait.,"[TIME]: past
∙confidence(~̃+) ↑ ⟳ ∙presentation(+) → ⟳ ∙success °every","[TIME]: past

∙confiance(+) ↑ ⟳ « ∙présentation(+) ⟳ ∙réussie(+) → ∙elle ⊃ ∙présentation »",∙confidence ↑ ⟲ | ∙she → ⟳+ ∙presentation «=»,∙elle.confiance ⟲↑ | κ(∙elle → ⟳+ ∙présentation),"{""agents"":[""confidence""],""action"":""grow"",""object"":[""presentation""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""elle""], ""action"": ""grandir"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
E04,E,weakening,L2,naturelle,Their friendship eroded slowly over years of unspoken disagreements.,Leur amitié s'est érodée lentement au fil d'années de désaccords non exprimés.,"[TIME]: past
∙friendship(+) ⟲↓ ⊖(∙disagreements(-) ⊗ ∙spoken°) → ⟳(∙erosion)","[TIME]: past
∙amitié[+] ↓⟳ ∙érosion[-] → ∙années[°] ⊗ ∙désaccords[-]~̃ ⊖ ∙expression[NOT]",∙friendship ⟲↓ | ⊗°(∙disagreements) ⊕ «,∙amitié ⟲↓ | ⊕(∙désaccords ~̃(non-exprimés)) « »,"```json
{
  ""agents"": [""friendship""],
  ""action"": ""erode"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","{""agents"": [""amitié""], ""action"": ""éroder"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,preserved,preserved
E05,E,ambiguous_achieved_or_progress,L2,stressée,The patient is recovering from the surgery performed last month.,Le patient récupère de l'opération effectuée le mois dernier.,"[TIME]: past→present
∙patient ⟳ ∙recovery ← «∙surgery","[TIME]: past→present

∙patient ⟳ ∙recovery ← «∙operation»",∙patient ⟲ ∙recovery «(∙surgery),∙patient ⟲ ∙récupération «(∙opération),"{""agents"":[""patient""],""action"":""recover"",""object"":[""surgery""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""patient""],""action"":""récupérer"",""object"":[""opération""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,lost,preserved,preserved,preserved,preserved
E06,E,irreversible_transformation,L3,stressée,"Once the contract is signed, the property transfer becomes irreversible.","Une fois le contrat signé, le transfert de propriété devient irréversible.","[TIME]: present
∙contract ⟳ ∙signed → ∙property_transfer ⟳ ∙irreversible [MUST]","[TIME]: present

∙contrat ⟳signé° → ∙transfert∙propriété ⟳irréversible+ [MUST]",[IF] ∙contract ⟳ | ∙property ⟳ ◉transfer [NOT]⟲ »,∙contrat ⟳ | ∙transfert_propriété ⟳ ◉état_irréversible »,"{""agents"": [""contract""], ""action"": ""sign"", ""object"": [""property transfer""], ""time"": ""future"", ""modality"": ""IF"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}","{""agents"":[""contrat""],""action"":""signer"",""object"":[""transfert"",""propriété""],""time"":""future"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved,preserved,lost
F01,F,intention,L2,naturelle,She intends to complete the novel before her next book tour begins.,Elle a l'intention d'achever le roman avant le début de sa prochaine tournée.,"[TIME]: present
⟶(∙she → ⟳(∙novel)°+) » «(∙book_tour → ∙begin)","[TIME]: present
[STATE]: ⟶+

∙elle ⟶ [∙roman ⟳ »] → «∙tournée.prochaine»",∙she ⟶ ⟳∙novel » | «(∙book_tour),∙elle ⟶ [∙elle → ⟳∙roman] » «(∙tournée),"```json
{
  ""agents"": [""She""],
  ""action"": ""complete"",
  ""object"": [""novel""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```","{""agents"":[""Elle""],""action"":""achever"",""object"":[""roman""],""time"":""future"",""modality"":""MAY"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,lost,partial
F02,F,emotional_modulation,L2,naturelle,"He agreed to the terms, but with visible reluctance in his voice.","Il a accepté les conditions, mais avec une réticence visible dans la voix.","[TIME]: present
∙he ⟶ ∙terms → ⟳agreement
∙he ~̃reluctance° ≡ ∙voice
⊕∙terms ⊖∙he
(-)","[TIME]: past
[STATE]: ⟳

∙(il) →⟳ ∙(conditions) [+acceptation]
⊗ ~̃(réticence)[-] ⊃ ∙(voix)
∙(réticence) ≡ ∙(visible)",∙he →+ ∙terms ~̃(reluctance),∙il → ⟳ ∙conditions ~̃(réticence),"{""agents"":[""He""],""action"":""agree"",""object"":[""terms""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","```json
{
  ""agents"": [""Il""],
  ""action"": ""accepter"",
  ""object"": [""conditions""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,preserved,partial,preserved,preserved
F03,F,direct_grip,L3,stressée,The dictator forbids his citizens from speaking against the regime.,Le dictateur interdit à ses citoyens de parler contre le régime.,"[TIME]: present
∙dictator ⊃[∙citizens ⊗ ∙regime] [NOT](-) ℙ","[STATE]: =

◉dictateur ⊃[◉citoyens ⊗ ∙parler°régime] [MUST][NOT]",[NOT] ∙dictator ⊃ [∙citizens → ⊗ ∙regime],[NOT] ∙dictateur ⊃ ∙citoyens → ∙parole ⊗ ∙régime,"{""agents"":[""dictator""],""action"":""forbid"",""object"":[""citizens"",""regime""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""reinforce""}","{""agents"":[""dictateur""],""action"":""interdire"",""object"":[""citoyens"",""régime""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
F04,F,meta_control,L3,stressée,The parent carefully supervises the children's friendships outside school.,Le parent supervise soigneusement les amitiés des enfants en dehors de l'école.,"[TIME]: present
∙parent ⊃[∙children ↔ ∙friendships] °carefully
∙friendships → ∙outside_school","[TIME]: present
∙parent ⊃[∙enfants ↔ ∙amitiés] °+soigneusement
∙amitiés ⊗ ∙école
⟶(∙parent → vigilance)",∙parent ⊃[∙children ↔ ∙friendships]+ ~̃(care) | ⊖ ∙school,∙parent ⊃[∙enfants ↔ ∙amis]+ ~̃(soin) ⊖∙école,"{""agents"":[""parent""],""action"":""supervise"",""object"":[""children""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""parent""],""action"":""superviser"",""object"":[""enfants"",""amitiés""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
F05,F,grip_plus_meta,L4,stressée,The warden controls what prisoners do and limits who they can contact outside.,Le directeur de prison contrôle ce que font les prisonniers et limite avec qui ils peuvent communiquer à l'extérieur.,"[TIME]: present
∙warden ⊃ ∙prisoners
∙warden ⊃[] ∙prisoners → ∙outside_contacts","[TIME]: present

◉directeur_de_prison ⊃ ∙prisonniers → ∙actions°
◉directeur_de_prison ⊃[] ∙prisonniers ⊗ ∙extérieur°communication",∙warden ⊃ ∙prisoners | ∙warden ⊃[] ∙prisoners ↔ ∙outside,∙directeur ⊃ ∙prisonniers | ∙directeur ⊃[] [∙prisonniers ↔ ∙extérieur],"{""agents"":[""warden""],""action"":""control"",""object"":[""prisoners""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""directeur de prison""],
  ""action"": ""contrôler"",
  ""object"": [""prisonniers""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved,preserved,lost
F06,F,deixis,L1,naturelle,I propose that you and I meet here tomorrow to finalize the plan.,Je propose que vous et moi nous rencontrions ici demain pour finaliser le plan.,"[TIME]: future
[STATE]: ℙ

∙speaker ⟶(+) [∙speaker ↔ ∙listener]» ∙location=here
∙speaker ↔ ∙listener → ⟳(∙plan)»","[TIME]: present » future
[STATE]: ℙ

∙je ⟶(+) [◉rencontre(∙vous ↔ ∙moi) Δ(ici) »(demain)] → ⟳(∙plan)",ℙ ⟶ ∙speaker ↔ ∙addressee → ∙location = » | → ⟳ ∙plan »,ℙ ⟶ ∙locuteur ↔ ∙interlocuteur Δ(ici) »(demain) → ⟳ ∙plan,"{""agents"":[""I""],""action"":""propose"",""object"":[""you"",""I""],""time"":""present"",""modality"":""MAY"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""stable""}","{""agents"":[""Je"",""vous""],""action"":""proposer"",""object"":[""plan""],""time"":""future"",""modality"":""MAY"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""mutual"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,partial,preserved
F07,F,performative_speech_act,L2,stressée,"I hereby resign from my position, effective immediately.","Je démissionne par la présente de mon poste, avec effet immédiat.","[TIME]: present
[STATE]: ⟳

ℙ∙speaker ⟶ [⟳∙position → ∙speaker]° (!)","[TIME]: present
[STATE]: ⟳

∙speaker ⟶ ℙ[démission] → ∙poste
∙speaker ⟳ ∙rôle_professionnel
= » [MUST] ∙effet_immédiat
(!)",ℙ ⟶ ∙speaker ⟳ ◉former-employee =,ℙ ⟶ ∙locuteur ⟳ ◉ex-employé =,"{""agents"":[""I""],""action"":""resign"",""object"":[""position""],""time"":""present"",""modality"":""MUST"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","```json
{
  ""agents"": [""Je""],
  ""action"": ""démissionner"",
  ""object"": [""poste""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,preserved,preserved,lost,preserved
F08,F,trust_degradation,L3,naturelle,"The partnership started on solid trust, but recent events have eroded it significantly.","Le partenariat a commencé sur une confiance solide, mais des événements récents l'ont érodée de manière significative.","[TIME]: past|present
[STATE]: ⟳

«∙partnership ↔ ∙trust°+» → =«⟲↓ ∙trust°- ⊖ ∙events»(-)","[TIME]: past→present
[STATE]: ↓trust

«(∙partenariat ↔+ ∙confiance°solide)» → »(∙événements°récents ⊗ ∙confiance) ⟳ (∙confiance ↓-)","[TIME]: past|present
[TRUST]: ∙partnership →+ « | ⊕(∙events) ↓ ∙trust =","[TIME]: «=»
[TRUST]: ∙partenariat →+ « | →- =
∙événements_récents → ↓+ ∙confiance =","```json
{
  ""agents"": [""partnership""],
  ""action"": ""erode"",
  ""object"": [""trust""],
  ""time"": ""entangled"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","{""agents"": [""partenariat""], ""action"": ""éroder"", ""object"": [""confiance""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""weaken""}",preserved,partial,preserved,preserved,preserved,preserved
F09,F,deixis_multiple,L2,stressée,"You stay here, I go there, and we meet at the crossroads.","Toi tu restes ici, moi je vais là-bas, et nous nous retrouvons au carrefour.","[TIME]: future
∙you ⊃[=»] ∙here ⊗ ∙I ⊃[=»] ∙there → ∙we ↔ ∙crossroads°location","[TIME]: present→future

Δ∙toi ⊃[=] ∙ici ⊗ Δ∙moi ⟶» ∙là-bas → Δ∙nous ↔ ⟳» ∙carrefour",ℙ ⟶ ⊃[∙you → ∙here]= | ⟶[∙I → ∙there]= | ∙we ↔ ∙crossroads »,Δ(∙toi) ⊃[= ∙ici] | Δ(∙moi) → ∙là-bas | Δ(∙nous) ↔ ∙carrefour »,"{""agents"":[""I"",""You""],""action"":""meet"",""object"":[""crossroads""],""time"":""future"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""imperative"",""relation_type"":""mutual"",""dynamic"":""stable""}","```json
{
  ""agents"": [""Toi"", ""Moi"", ""Nous""],
  ""action"": ""retrouver"",
  ""object"": [],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""imperative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```",preserved,lost,preserved,preserved,preserved,partial
F10,F,performative_plus_intention,L3,stressée,I hereby pledge to complete this research within two years.,Je m'engage par la présente à achever cette recherche dans un délai de deux ans.,"[TIME]: present
ℙ∙speaker ⟶ ⟳(∙research)» [MUST] (+)","[TIME]: present
[STATE]: ℙ

∙je ⊃[⟶+] ∙recherche → ⟳∙achèvement
∙délai[deux_ans] ⊗ »
(!)",ℙ ⟶ ∙speaker → ⟳∙research »(2years),ℙ ⟶ ∙je → ⟳∙recherche »(2ans),"{""agents"":[""I""],""action"":""pledge"",""object"":[""research""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""Je""],""action"":""engager"",""object"":[""recherche""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,preserved,preserved,lost,preserved,preserved
G01,G,faithful,L1,stressée,"The witness repeated the suspect's exact words: ""I was not there that night.""",Le témoin a répété les mots exacts du suspect : « Je n'étais pas là cette nuit-là. »,"[TIME]: present
∙witness ≡→ ∙suspect.words
∙suspect ⟶ [NOT]∙suspect.presence ↔ ∙night «","[TIME]: past
∙témoin ⟶ ≡(∙suspect.paroles)
∙suspect → ∙paroles: [NOT](∙suspect.présence ↔ ∙lieu) « ∙nuit-là","≡ ∙witness → [∙suspect → ""∙I → [NOT] ∙there =∙night""]",∙témoin ≡ [∙suspect ⟶ [NOT] ∙suspect → ∙lieu «(nuit)],"```json
{
  ""agents"": [""witness""],
  ""action"": ""repeat"",
  ""object"": [""suspect""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","```json
{
  ""agents"": [""témoin""],
  ""action"": ""répéter"",
  ""object"": [""suspect""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,preserved,preserved,partial,preserved
G02,G,generative,L2,stressée,"The official press release, rephrasing the CEO's rant, stated that the company remained committed to transparency.","Le communiqué officiel, reformulant la diatribe du PDG, indique que l'entreprise reste attachée à la transparence.","[TIME]: present
∙press_release°official ≠ ∙rant(∙CEO) → ∙statement
∙statement: ∙company ⟶ ∙transparency ↑+
ℙ(∙press_release)","[TIME]: present
∙(communiqué_officiel) → ≠[∙(diatribe) ← ∙(PDG)] → ∙(indication)
∙(entreprise) ↔ ∙(transparence) [+°]
⟶[∙(entreprise) → ∙(transparence)]
ℙ(+)",≠ ∙CEO ~̃(rant) → ∙press_release ℙ ⟶ ∙company →+ ∙transparency =,ℙ ∙communiqué_officiel ≠(∙diatribe_PDG) → ∙entreprise ↔+ ∙transparence,"```json
{
  ""agents"": [""official press release""],
  ""action"": ""state"",
  ""object"": [""company""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""communiqué officiel""],
  ""action"": ""indiquer"",
  ""object"": [""entreprise"", ""transparence""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,preserved,preserved,preserved
G03,G,simulation_inference,L3,stressée,"Based on current trends, analysts predict the housing market will cool down by the end of the year.","Sur la base des tendances actuelles, les analystes prévoient un refroidissement du marché immobilier d'ici la fin de l'année.","[TIME]: present » future
[STATE]: ∿

◉(analysts)⟶ →(predict) »∙(housing_market)⟲↓°(cool_down) + »∙(end_of_year)Δ | ⊕∙(current_trends)⇐","[TIME]: present » future

∙analysts ⊃[∙market_trends=] →(+) ⟶»[∙real_estate_market ⟳ ∙cooling]",∿ ∙analysts ⟶ [∙housing_market ↓ »],"[TIME]: present » future
∿ ∙analystes → [∙marché_immobilier ↓ ∙température] »","```json
{
  ""agents"": [""analysts""],
  ""action"": ""predict"",
  ""object"": [""housing market""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""analystes""],
  ""action"": ""prévoir"",
  ""object"": [""marché immobilier""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,preserved,preserved,preserved,preserved
G04,G,archeological,L3,stressée,"To understand this decision, we must trace back to the founding vision of the institution in 1952.","Pour comprendre cette décision, nous devons remonter à la vision fondatrice de l'institution en 1952.","[TIME]: past
«⟶∙understanding(∙decision)» ⇐ ∙founding_vision(∙institution)=1952","[TIME]: past→present
∙comprendre ⟶ ∙décision → ⇐∙vision_fondatrice ◉institution «1952»","⇐ ⟶(understand) ∙decision → ∙founding_vision «(∙institution, 1952)",⇐ ⟶(∙nous → ∙décision) → ∙vision «(∙institution 1952),"{""agents"":[""we""],""action"":""trace"",""object"":[""founding vision"",""institution""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","```json
{
  ""agents"": [""nous""],
  ""action"": ""remonter"",
  ""object"": [""institution""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,preserved,partial
